poem_meta_info,x_data,allu_name,label
唐罗隐《丁亥岁作》,病想医门渴望梅，十年心地反成灰。,渴望梅,人事部
唐罗隐《答宗人表》,敢恨守株曾失意，始知缘木更难求。,缘木难求,人事部
唐李白《赠从弟冽》,楚人不识凤，重价求山鸡。,楚人求山鸡,人事部
宋张孝样《次江州王知府叔坚韵》之五,连城鼠噗不足唾，千金敝帚谁能酬。,鼠璞,人事部
唐温庭筠《病中书怀呈友人》,对虽希鼓瑟，名亦滥吹竽。,滥吹竽,人事部
明李梦阳《哭徐博士二十韵》,碑非蔡邕愧，诔岂仲宣论。,蔡邕愧,人事部
宋黄庭坚《再和寄子瞻闻得湖州》,臧穀皆亡羊，要以道湔盥。,臧穀亡羊,人事部
宋陆游《叹老》,平生师友雕零尽，鼻垩运斤未有人。,鼻垩,人事部
唐刘禹锡《飞鸢操》,腾音砺吻相喧呼，仰天大吓疑鵷雏。,疑鵷雏,人事部
唐元稹《青云驿》,悔为青云意，此意良噬脐。,噬脐,人事部
唐骆宾王《艳情代郭氏赠卢照邻》,情知唾井终无理，情知覆水也难收。,覆水难收,人事部
宋刘筠《宣曲二十二韵》,下陈无自愧，人彘剧豺狼。,人彘,人事部
宋黄庭坚《清明》,人乞祭余骄妾妇，士甘焚死不公侯。,乞祭余,人事部
唐李贺《出城别张又新酬李汉》,赵壹赋命薄，马卿家业贫。,马卿贫,人事部
唐元稹《韦兵曹臧文》,鹏翼已翻君好去，乌头未变我何如。,乌头未变,人事部
唐许碏《题南岳招仙观壁上》,邓通饿死严陵贫，帝王岂是无人力。,邓通饿死,人事部
唐李白《赠宣城赵太守悦》,自笑东郭履，侧惭狐白温。,东郭履,人事部
唐元稹《放言五首》之四,宁戚饭牛图底事，陆通歌风也无端。,宁戚饭牛,人事部
唐李商隐《奉寄安国大师兼简子蒙》,日下徒推鹤，天涯正对萤。,对萤,人事部
唐李咸用《陈正字山居》,一叶闲飞斜照里，江南仲蔚在蓬蒿。,在蓬蒿,人事部
清顾炎武《吴兴行赠归高士祚明》,高堂有母儿一人，负米百里伤哉贫。,百里负米,人事部
清赵翼《日计》,东坡日计百钱叉，枕上先期饬吃斋。,百钱叉,人事部
清宋琬《送胡湘孙归虞山》,老矣尚怜舟作屋，归与何处醉为乡。,舟作屋,人事部
宋黄庭坚《谢送碾赐壑源拣牙》,已戒应与老马走，客来问字莫载酒。,问字,人事部
唐王维《郑梁州相过》,中厨办粗饭，应恕阮家贫。,阮家贫,人事部
唐李端《长安感事呈卢纶》,蹉跎潘鬓至，蹭蹬阮途穷。,阮途穷,人事部
晋左思《咏史》,买臣困采樵，伉俪不安宅。,买臣采樵,人事部
宋陆游《蔬食》,何由取熊掌，幸免买猪肝。,买猪肝,人事部
宋苏轼《石塔寺》,乃知饭后钟，阎黎盖具眼。,饭后钟,人事部
清龚自珍《哭郑八丈》,由来炊火绝，穷死一黔娄。,穷死黔娄,人事部
宋陆游《书怀》之四,苜蓿堆盘莫笑贫，家园瓜刳渐轮囷。,苜蓿堆盘,人事部
唐唐彦谦《逢韩喜》,相逢浑不觉，只似茂陵贫。,茂陵贫,人事部
宋苏轼《崔文学甲携甲文见过》,敝衣破冠履，可怜范叔贫。,范叔贫,人事部
宋刘克庄《挽刘母王宜人》,分灯照邻女，画荻训贤郎。,画荻,人事部
唐皮日休《鲁望读襄阳耆旧传见赠次韵》,甘穷卧牛衣，受辱对狗窦。,卧牛衣,人事部
唐杜甫《贫交行》,君不见管鲍贫时交，此道今人弃如土。,贫时交,人事部
唐李嘉佑《送裴宣城上元所居》,泪向槟榔尽，身随鸿雁归。,泪洒槟榔,人事部
唐骆宾王《艳情代郭氏赠卢照邻》,掷果河阳君有分，贳酒成都妾亦然。,贳酒成都,人事部
唐元稹《酬乐天得微之诗知通州事因成四首》之四,饥摇困尾丧家狗，热暴枯鳞失水角。,枯鳞,人事部
宋陆游《书幸》,破屋颓垣鬼笑穷，暗中调护赖天公。,鬼笑穷,人事部
唐杜甫《奉赠萧十二使君》,监河受贷粟，一起涸中鳞。,受贷粟,人事部
清王士稹《送戴务旃游华山》,洛阳货畚无人识，五月骑驴入华山。,洛阳货畚,人事部
晋陶潜《咏贫士七首》之五,袁安困积雪，貌然不可干。,袁安困雪,人事部
唐王维《山中示弟》,莫学嵇康懒，且安原宪贫。,原宪贫,人事部
宋陆游《衰疾》,捉衿见肘贫无敌，耸膊成山瘦可知。,捉衿见肘,人事部
唐高适《行路难二首》之一,东邻少年安所知，席门穷巷出无车。,席门穷巷,人事部
唐杜甫《醉时歌》,相如逸才亲涤器，子云识字终投阁。,涤器,人事部
唐许浑《早秋三首》之二,老信相如渴，贫忧曼倩饥。,曼倩饥,人事部
金元好问《追录田诗二首》之一,相马自甘齐客瘦，食鲑谁顾庾郎薄。,庾郎贫,人事部
唐杜甫《送重表侄王砅评事使南海》,自陈剪髻鬟，市鬻充杯酒。,剪髻鬟,人事部
唐李白《猛虎行》,张良未遇韩信贫，刘项存亡在两臣。,韩信贫,人事部
晋陶潜《有会而作》,嗟来何足吝，徒没空自遗。,嗟来,人事部
唐罗隐《东归》,仙桂高高似有神，貂裘敝尽取无因。,貂裘敝,人事部
唐权德舆《抵役江西路上以诗代书寄内》,鹑服我久安，荆钗君所慕。,鹑服,人事部
唐钱起《过张成侍御宅》,从军谁谓仲宣乐，入室方知颜子贫。,颜子贫,人事部
宋黄庭坚《寄裴仲谋》,我家辇毂下，薪桂炊白玉。,薪桂炊玉,人事部
唐权德舆《寓兴》,敢求庖有鱼，但虑甑生尘。,甑生尘,人事部
宋黄庭坚《次韵晁补之廖正一赠答诗》,骥服盐车不称情，轻裘肥马凤凰城。,骥服盐车,人事部
唐李群玉《薛侍御处乞靴》,百里奚身悲甚似，五羊皮价敢全轻。,五羊皮价,人事部
清黄景仁《六叠前韵和余少云作》,廿载行藏羞灭刺，两家骨肉笑围灯。,灭刺,人事部
金元好问《蛟龙引》,谁念田文坐中客，只将弹铗叹无鱼。,叹无鱼,人事部
唐王维《重酬苑郎中》,仙郎有意怜同舍，丞相无私断扫门。,扫门,人事部
清赵翼《七十自述》之二十三,小住本同吴市乞，久留恐被楚人钳。,吴市乞,人事部
唐白居易《放言五首》之四,昨日屋头堪炙手，今朝门外好张罗。,张罗,人事部
唐杜甫《奉赠李八丈判官》,真成穷辙鲍，或似丧家狗。,丧家狗,人事部
宋王安石《邵平》,天下纷纷未一家，贩缯屠狗尚雄夸。,贩缯屠狗,人事部
唐严维《余姚抵役奉简鲍参军》,知己欲依何水部，乡人今正贱东丘。,贱东丘,人事部
宋苏轼《客姐经旬无肉》,使君不复怜乌攫，属国方将掘鼠余。,掘鼠,人事部
唐贾岛《送令狐綯相公》,鸿舂乖汉爵，祯病卧漳滨。,鸿舂,人事部
宋陆游《对食》,方其未遇时，鹅炙动英雄。,鹅炙,人事部
宋陆游《寒食临川道中》,道边醉饱休相避，作吏堪羞甚乞墦。,乞墦,人事部
唐黄滔《赠友人》,超然陶子性，留琴不设弦。,不设弦,人事部
唐李白《劳劳亭歌》,昔闻牛渚吟五章，今来何谢袁家郎。,牛渚吟,人事部
元张雨《怀茅山》,归来闭户偿高卧，莫遣人书白练裙。,书白练裙,人事部
唐杜甫《大历三年春白帝城放船四十韵》,出群皆野鹤，历块匪辕驹。,出群,人事部
唐权德舆《和九华观见怀贡院八韵》,地殊兰亭会，人似山阴归。,兰亭会,人事部
宋王十朋《将过万桥用前韵寄大年先之》,师德量宽真耐事，沈郎诗瘦不胜衣。,师德量,人事部
唐储光羲《仲夏觐魏四河北觐叔》,东篱摘芳菊，想见竹林游。,竹林游,人事部
唐齐己《贺雪》,歌扬郢路谁同听，声洒梁园客共闻。,声洒梁园,人事部
唐岑参《送郭司马赴伊吾郡请示李明府》,江上舟中月，遥思李郭仙。',李郭仙,人事部
唐宋之问《绿竹引》,含情傲睨慰心目，何可一日无此君。,何可一日无此君,人事部
唐韩偓《柳》,无奈灵和标格在，春来依旧褭长条。,灵和标格,人事部
宋陆游《幽居记今昔事十首》之五,雨垫林宗巾，风落孟嘉帽。,林宗巾,人事部
宋苏轼《和张子野见寄三绝句》之三《竹阁见忆》,但遣先生披鹤氅，不须更乐画天真。,披鹤氅,人事部
唐韩偓《雨》,此时高昧共谁论，拥鼻吟诗空伫立。,拥鼻吟诗,人事部
唐王维《奉和圣制赐史供奉曲江宴应制》,言陪柏梁宴，新下建章来。,柏梁宴,人事部
唐卢纶《宴赵氏昆季书院因与会文并率尔投赠》,咏雪因饶妹，书经为爱鹅。,爱鹅,人事部
唐李白《襄阳歌》,千金骏马换小妾，笑坐雕鞍歌落梅。,骏马换小妾,人事部
唐孟郊《送崔爽之湖南》,雪唱与谁和，俗情多不通。,雪唱,人事部
宋朱松《春晚书怀》,脱巾漉酒从人笑，拄笏看山颇自奇。,脱巾漉酒,人事部
唐李白《流夜郎赠辛判官》,夫子红颜我少年，章台走马著金鞭。,章台走马,人事部
唐盂浩然《卢明府九日岘山宴袁使君张郎中崔员外》,共美重阳节，俱怀落帽欢。,落帽欢,人事部
唐李绅《初秋忽奉诏除浙东观察使检校右貂》,疏受杜门期脱屣，买臣归邸忽乘轺。,疏受杜门,人事部
唐王维《同崔傅答贤弟》,曲几书留小史家，草堂棋赌山阴墅。,棋赌山阴墅,人事部
唐卢纶《同柳侍郎题侯钊侍郎新昌里》,三径春自足，一瓢欢有余。,一瓢欢,人事部
南朝梁吴均《咏怀》,二顷且营田，三钱柳饮马。,二顷田,人事部
唐李商隐《和刘评事永乐门居见寄》,白社幽闲君暂居，青云器业我全疏。,白社幽闲,人事部
唐李峤《酒》,会从玄石饮，云雨出圆丘。,玄石饮,人事部
唐李白《梁园吟》,东山高卧时起来，欲济苍生应未晚。,东山高卧,人事部
宋苏轼《送张安道赴南都留台》,归来扫一室，虚白以自怡。,扫一室,人事部
唐孟浩然《寻梅道士》,重以观鱼乐，因之鼓枻歌。,观鱼,人事部
唐罗隐《北邙山》,羡他缑岭吹箫客，闲访云头看俗尘。,吹箫客,人事部
唐杜牧《渔父》,终年狎鸥鸟，来去且无机。,狎鸥,人事部
清李颙《经涡路作》,肇允相忘鳞，翻为涸池鱼。,相忘鳞,人事部
明程先贞《春日偶题》,过访只余寻垒燕，伴眠裁剩垫床龟。,垫床龟,人事部
唐孟浩然《与王昌龄宴王道士房》,酌霞复对此，宛似入蓬壶。,酌霞,人事部
清毛奇龄《奉寄钱唐梁明府》,陶家种秫分官酿，吴女栽花傍讼田。,陶家种秫,人事部
唐卢纶《送申屠正字往湖南迎亲》,坦腹定逢潘令罪，上楼应伴庾公闲。,庾公闲,人事部
唐羊士谔《酬庐司门晚夏过永宁里弊居林亭见寄》,自叹淮阳卧，谁知去国心？,淮阳卧,人事部
唐雍陶《送徐使君赴岳州》,巴陵山水郡，应称谢公游。,谢公游,人事部
唐李白《戏赠郑溧阳》,清风北窗下，自谓羲皇人。,羲皇人,人事部
唐权德舆《八音诗》,木雁才不才，吾知养生主。,才不才,人事部
唐李白《杭州送裴大洋时赴卢州长史》,五月披裘者，应知不取金。,五月披裘,人事部
唐刘长卿《送柳使君赴袁州》,五柳闭门高士去，三苗按节远人归。,五柳闭门,人事部
唐孟浩然《晚春题远上人南亭》,给园支遁隐，虚寂养身和。,支遁隐,人事部
唐孟浩然《冬至后过吴张二子檀溪别业》,闲垂太公钓，兴发子猷船。,太公钓,人事部
唐李商隐《寄华岳孙逸人》,惟应逢阮籍，长啸作鸾音。,长啸鸾音,人事部
唐顾况《拟古三首》之三,浮生果何慕，老去羡介推。,介推,人事部
宋苏轼《送碧香酒与赵明叔教授》,闻君有妇贤且廉，劝君慎勿为楚相。,勿为楚相,人事部
清丘逢甲《李伯质太守乞退归志决矣相处四稔不能无言》之一,右军誓墓心何切，吏部来潮道已光。,右军誓墓,人事部
唐韦丹《思归寄东林澈上人》,已为平子归休计，五老岩前必共闻。,平子归休,人事部
来黄庭坚《对酒歌答谢公静》,我为北海饮，君作东武吟。,北海饮,人事部
唐骆宾王《秋日山行简梁大官》,不如从四皓，丘中鸣一弦。,四皓,人事部
唐齐己《刳肠龟》,到肠徒自屠，曳尾复何累。,曳尾,人事部
宋陆游《入秋游山赋诗略无阙日戏作五字七首》之七,细推亦何乐，正类好煅嵇。,好煅嵇,人事部
唐李白《独酌清溪江石上寄权昭夷》,永愿坐此石，长垂严陵钓。,严陵钓,人事部
清吴用威《纪事》,甘陵南北风流监，皂帽辽东独汝贤。,皂帽辽东,人事部
宋黄庭坚《薛乐道自南阳来入都作诗饯行》,生涯谷口耕，世事邯郸梦。,谷口耕,人事部
唐虞世南《门有车马客》,如何守直道，翻使谷名愚。,谷名愚,人事部
唐贾岛《重酬姚少府》,沧浪余将还，知音激所习。,沧浪,人事部
唐李白《鲁城北郭曲腰桑下送张子还嵩阳》,谁念张仲蔚，还依蒿与蓬。,张仲蔚,人事部
五代前蜀韦庄《江边吟》,陶潜政事千杯酒，张翰生涯一叶舟。,张翰生涯,人事部
唐元稹《放言五首》之四,宁戚饭牛图底事，陆通歌凤也无端。,陆通歌凤,人事部
唐皇甫冉《卖药人处得南阳朱山人书》,卖药何为者，逃名市井居。,卖药,人事部
清钱谦益《欲别东楼去四首》之三,卖饼经寒食，吹萧过落花。,卖饼,人事部
唐李白《留别王司马嵩》,呼鹰过上蔡，卖畚向岑嵩。,卖畚,人事部
唐白居易《新昌新居书事四十韵》,迹慕青门隐，名惭紫禁仙。,青门隐,人事部
宋苏轼《次韵王定国南迁回见寄》,知君先竭是甘井，我愿得全如苦李。,苦李,人事部
唐温庭筠《和友人题壁》,三台位缺严陵卧，百战功高范蠡归。,范蠡归,人事部
宋黄庭坚《次韵谢公定王世弼赠答二绝句》之二,王谢风流看二妙，病夫直欲卧墙东。,卧墙东,人事部
宋朱松《春晚书怀》,脱巾漉酒从人笑，拄笏看山颇自奇。,拄笏看山,人事部
唐陈子昂《答洛阳主人》,不然拂衣去，归从海上鸥。,拂衣去,人事部
宋苏轼《再和闻正辅表兄将至》,宁须张子房，万户自择留。,择留,人事部
清尤侗《秋意十首限韵》之四,漫学金门隐，谁传安上图？,金门隐,人事部
唐王绩《野望》,相顾无相识，长歌怀采薇。,采薇,人事部
唐孟浩然《寻张五回夜园作》,闻就庞公隐，移居近洞湖。,庞公隐,人事部
唐戴叔伦《和河南罗主簿送校书兄归江南》,知君始宁隐，还缉旧荷裳。,始宁隐,人事部
唐李端《赠道士》,终朝卖卜无人识，敝服徒行入市中。,终朝卖卜,人事部
唐权德舆《南亭晓坐因以示璩》,迹似南山隐，官从小宰移。,南山隐,人事部
唐韩偓《寄隐者》,渭滨晦迹南阳卧，若比吾徒更寂寥。,南阳卧,人事部
唐杜甫《赠王二十四侍御契四十韵》,客则挂冠至，交非倾盖新。,挂冠,人事部
唐李峤《扈从还洛》,邑罕悬磐贫，山无挂瓢逸。,挂瓢,人事部
唐皇甫冉《赠郑山人》,庞公采药去，莱氏与妻行。,莱氏与妻行,人事部
北周庾信《奉报穷秋寄隐士》,王倪逢啮缺，桀溺耦长沮。,桀溺长沮,人事部
唐许浑《贺少师相公致政》,门临二室留候隐，棹倚三川越相归。,留侯隐,人事部
唐高适《送虞城刘明府谒魏郡苗太守》,今日逢明圣，吾为陶隐居。,陶隐居,人事部
唐白居易《题歧王旧山池石壁》,黄绮更归何处去，洛阳城内有商山。,黄绮,人事部
明高启《送前进士夏尚之归宜春》,菊荒应自叹，麦秀竟谁歌？,菊荒,人事部
唐温庭筠《开成五年秋书怀一百韵》,处己将营窟，论心若合符。,营窟,人事部
唐司空曙《闲园即事寄陈公》,近水方同梅市隐，曝衣多笑阮家贫。,梅市隐,人事部
唐张（左虫右宾）《言怀》,岂能得路陪先达，却拟还家望少微。,望少微,人事部
唐杜甫《伤春五首》之三,贤多隐屠钓，王肯载同归。,屠钓,人事部
唐李白《笑歌行》,巢由洗耳有何益，夷齐饿死终无成。,巢由洗耳,人事部
唐羊士谔《郡斋读经》,散材诚独善，正党岂无徒。,散材,人事部
唐骆宾工《幽系书情通简知己》,有气还冲斗，无时会凿坯。,凿坯,人事部
唐独孤及《送陈兼应辟兼寄高适贾至》,适会傅岩人，虚舟济川时。,傅岩人,人事部
唐吴筠《高士咏·郭文举》,绝迹遗世务，栖真入长林。元和感异类，猛兽怀德音。,感异类,人事部
唐王维《纳凉》,漱流复濯足，前对钓鱼翁。,漱流,人事部
宋陆游《和范待制月夜有感》,坐容笑谈嘲远志，故人书札寄当归。,嘲远志,人事部
唐王绩《田家三首》之三,不知今有汉，惟言昔避秦。,避秦,人事部
金元好问《龟藏六图》,世人疑谋待君决，可能藏六便安全。,藏六,人事部
清归庄《赠县令胡侯》,闻道陈蕃悬榻久，其如仲子灌园忙。,灌园,人事部
唐李白《答王十二寒夜独酌有怀》,昨夜吴中雪，子猷佳兴发。,子猷兴,人事部
柳宗元《重赠二首》之二,世世悠悠不识真，姜芽尽是捧心人。,捧心,人体部
清潘耒《羊城杂咏》,异代流风多感激，草间时有纳肝人。,纳肝,人体部
唐李贺《吕将军歌》,独携大胆出秦门，金粟堆边哭陵树。,大胆,人体部
唐周昙《咏史诗·晋景公》,晋侯徒有秦医缓，疾在膏盲救已迟。,疾在膏肓,人体部
清顾炎武《陈生芳绩两尊人先后即世适皆以三月二十九日追痛之作词旨哀侧依韵奉和》,弘演纳肝犹报主，王裒泣血倍思亲。,王裒泣血,人体部
唐顾况《露青竹杖歌》,玉润犹沾玉垒雪，碧鲜似染苌弘血。,苌弘血,人体部
唐罗隐《题段太尉庙》,堪嗟侍中血，不及御衣前。,侍中血,人体部
金李俊民《调祁定之》,浮世几场漂杵血，流年一局烂柯棋。,漂杵血,人体部
明李东阳《胡忠安公挽诗四十韵》,面受娄公唾，身无董氏弦？,娄公唾,人体部
唐杜牧《九日齐安登高》,古往今来只如此，牛山何必泪沾衣。,牛山泪,人体部
唐刘兼《中春登楼》,王章莫耻牛衣泪，潘岳休惊鹤鬓霜。,牛衣泪,人体部
宋钱惟演《无题》,纨扇寄情虽自洁，玉壶盛泪只凝红。,玉壶盛泪,人体部
清赵翼《秋帆制府挽》之三,不堪重过灵岩馆，剩有羊昙泪满巾。,羊昙泪,人体部
唐杜甫《随章留后新亭会送诸君》,已堕岘山泪，因题零雨诗。,岘山泪,人体部
唐温庭筠《博山》,见说杨朱无限泪，岂能空为路歧分。,杨朱泪,人体部
宋苏拭《戴道士得四字代作》,共吊桓魋宫，一洒孟尝泪。,孟尝泪,人体部
唐杨炯《送郑州局司功》,居人下珠泪，宾御促骊歌。,珠泪,人体部
清舒位《感遇》之四,始为苍蝇笑，旋下黄犬泪。,黄犬泪,人体部
唐沈全期《度安海人龙编》,虚道崩城泪，明心不应天。,崩城泪,人体部
唐温庭筠《瑟瑟钗》,只应七夕回天浪，添作湘妃泪两行。,湘妃泪,人体部
清黄遵宪《上黄鹤楼》,洒尽新亭楚囚泪，烟波风景总生愁。,楚囚泪,人体部
清赵翼《吴门晤范洽园编修》,何当老态三遗矢，还附名流一瓣香。,三遗矢,人体部
宋张九成《杂兴》,舐痔或尝粪，车服夸新好。,尝粪,人体部
唐白居易《秋居书怀》,尽日方寸中，澹然无所欲。,方寸,人体部
清赵翼《七十自述》之十八,胸中五岳平犹起，头上千薪积已高。,头上千薪,人体部
宋刘筠《受诏修书述怀感事三十韵》,直非头似笔，智谢里名樗。,头似笔,人体部
清丘逢甲《次韵寄谭彤士桂林》之三,欧阳门下吾尤愧，但有文章放出头。,放出头,人体部
唐李商隐《咏怀寄秘阁旧僚二十六韵》,悬头曾苦学，折臂反成医。,悬头,人体部
金元好问《壬辰十二月车驾东狩即事五首》之三,焦头无客知移突，曳足何人与共船？,焦头,人体部
宋陆游《老病谢客或者非之戏作》,客至难令三握发，佛来仅可小低头。,三握发,人体部
唐骆宾王《于易水送人》,此地别燕丹，壮士发冲冠。,发冲冠,人体部
晋卢湛《览古诗》,毗血下沾襟，怒发上冲冠。,怒发,人体部
来苏轼《次天子韵答岑岩起》,莫叹潜郎生白发，圣朝求旧鄙鸢肩。,郎潜生白发,人体部
宋陈师道《舒御史太夫人挽辞》,断发人何在？捐金事已空！,断发,人体部
唐元稹《酬翰林白学士代书一百韵》,宁牛终夜永，潘鬓去年衰。,潘鬓,人体部
唐王翰《观蛮童为伎之作》,长裙锦带还留客，广额青娥亦效塑。,效颦,人体部
宋陆游《湖山柳姑庙》,汀月生眉黛，溪梅试额妆。,额妆,人体部
唐权德舆《送山人归旧隐》,武人荣燕颔，志士恋渔竿。,燕颔,人体部
宋钱惟演《荷花》,徐娘羞半面，楚女妒纤腰。,半面,人体部
唐元稹《寄吴士矩端公五十韵》,可怜何郎面，二十才冠饰。,何郎面,人体部
清黄遵宪《不忍池晚游》之七,鸦背斜阳闪闪红，桃花人面薄纱笼。,桃花人面,人体部
清毛奇龄《长歌送颜泰两北征》,卞玉谁教暗里投，邢颜却被宫中妒。,邢颜,人体部
唐祖咏《赠苗发员外》,花惭潘岳貌，年称老莱衣。,潘岳貌,人体部
唐韩愈《嘲鼾睡》,南帝初奋极，凿窍泄混沌。,凿窍,人体部
唐张说《赠崔二安平公乐世词》,自怜京兆双眉妩，会待南来五马留。,双眉妩,人体部
唐权德舆《马秀才草书歌》,白眉年少未弱冠，落纸纷纷运纤腕。,白眉,人体部
唐李绅《趋翰苑遭诬拘四十六韵》,俯首安赢业，齐眉慰病夫。,齐眉,人体部
唐杜牧《少年行》,豪持出塞节，笑别远山眉。,远山眉,人体部
唐杜甫《爱府书怀四十韵》,即事须尝胆，苍生可察眉。,察眉,人体部
唐贯休《题淮南惠照寺律师院》,学徒梧有凤，律藏目无牛。,目无牛,人体部
唐王维《与卢员外象过崔处士兴宗林享》,科头箕踞长松下，白眼看他世上人。,白眼,人体部
唐李绅《姑苏台杂句》,伍员抉目看吴灭，范蠡全身霸西越。,伍员抉目,人体部
唐王维《过卢四员外宅看饭僧共题七韵》,三贤异七圣，青眼慕青莲。,青眼,人体部
宋苏舜钦《送李冀州》,"众人刮目看能事，著鞭无为懦生羞。""",刮目,人体部
唐李白《游泰山六首》之二,山际逢羽人，方瞳好容颜。,方瞳,人体部
唐李白《远别离》,九疑联绵皆相似，重瞳孤坟竟何是？,重瞳,人体部
唐杜牧《折菊》,雨中衣半湿，拥鼻自知心。,拥鼻,人体部
宋黄庭坚《题王仲弓兄弟巽亭》,嘴无斫鼻工，聊付曲肱梦。,斫鼻,人体部
唐白居易《读史五首》之四,掇蜂杀爱子，掩鼻戮宠姬。,掩鼻,人体部
唐李商隐《五言四十韵》,下令销秦盗，高谈破宋聋。,宋聋,人体部
唐白居易《郡中夜听李山人弹三乐》,却怪钟期耳，唯听水与山。,钟期耳,人体部
唐李白《送裴十八图南归嵩山》之二,归时莫洗耳，为我洗其心。,洗耳,人体部
唐韩愈《石鼓歌》,安能以此上论列，愿借辩口如悬河。,口若悬河,人体部
清查慎行《次韵酬别声山侄》,山妻不须视仪舌，俗子合讶哆衍口。,衍口,人体部
唐杜甫《赠李八秘书别三十韵》,战连唇齿国，军急羽毛书。,唇齿,人体部
唐于渍《南越谣》,三寸陆贾舌，万里汉山川。,三寸舌,人体部
唐元稹《献荣阳公诗五十韵》,仪舌忻犹在，舒帷誓不褰。,仪舌,人体部
元张之翰《为郭迁庵寿》,舌耕三十载，不救室悬磐。,舌耕,人体部
宋苏轼《刘贡父见余歌词数首以诗见戏聊次其韵》,刺舌君今犹未戒，灸眉我亦更何辞！,刺舌,人体部
宋文天祥《平原》,哀哉常山惨钩舌，心归朝廷气不慑。,钩舌,人体部
宋苏舜卿《蜀士》,掉舌灭西寇，画地收幽燕。,掉舌,人体部
清黄[上族下鸟]来《猛虎行》,中山之狼恣反噬，莱公远谪为拂须。,拂须,人体部
唐李端《送从叔赴洪州》,王盛名虽重，郗超髯未长。,郄超髯,人体部
宋陆游《秋晚寓叹》,一端聊自慰，问事有长头。,长头,人体部
宋黄庭坚《次韵师厚病间十首》之十,身病心轻安，道肥体癯瘦。,道肥,人体部
清袁枚《癣》,病类伯牛癞，形同豫让漆。,豫让漆,人体部
清赵翼《集益斋即事戏呈休宁座主》,公于此已肱三折，我愧才非手八叉。,手八叉,人体部
宋刘筠《许洞归吴中》,荆山待价何忧晚，龟手犹期裂地酬。,龟手,人体部
宋黄庭坚《和师厚接花》,妙手从心得，接花如有神。,妙手,人体部
宋陆游《致仕后即事》之十三,食指忽摇方窃喜，小儿来请赛鄱官。,食指,人体部
唐孟浩然《伤视山云表观主》,因之问闾里，把臂几人全？,把臂,人体部
唐李贺《送秦光禄北征》,呵臂悬金斗，当唇注玉罍。,臂悬金斗,人体部
唐王维《胡居士卧病遗米因赠》,徒言莲花目，岂恶杨枝肘。,杨枝肘,人体部
唐杜甫《寄张十二山人彪三十韵》,肘后符应验，囊中药未陈。,肘后符,人体部
晋陶渊明《咏贫士》之三,弊襟不掩肘，藜羹常乏斟。,襟不掩肘,人体部
唐李白《赠宣城赵太守悦》,赤县扬雷声，强项问至尊。,强项,人体部
宋黄庭坚《次韵答张沙河》,胸中硬磊政须酒，东海可揽北斗斟。,胸中磈磊,人体部
清刘献廷《代寿浙抚李公一百韵》,代交胸有竹，草檄笔如椽。,胸有竹,人体部
宋黄庭坚《谢答闻善二兄九绝句》,阮籍醉睡不论昏，刘伶鸡肋避尊拳。,刘伶鸡肋,人体部
唐卢纶《送申屠正字湖南迎亲》,坦腹定逢潘令醉，上楼应伴庾公闲。,坦腹,人体部
宋陆游《初夏杂咏》之三,咄咄书常懒，便便腹本宽。,便便腹,人体部
宋程先贞《蔑丝箧》,不如七夕秋阳暖，袒腹空庭自晒书。,袒腹晒书,人体部
明王思任《过徐吏部宅》,嗟我知己感，腹痛久无从。,腹痛,人体部
唐杜甫《赤甲》,炙背可以献天子，美芹由来知野人。,炙背献天子,人体部
唐刘禹锡《城西行》,守吏能燃董卓脐，饥乌来觇桓玄目。,董卓脐,人体部
明李东阳《时用得诗见和似怪予破戒者用韵奉答》,绅书亦徒然，脐噬嗟晚矣。,脐噬,人体部
唐杜甫《官定后戏赠》,不作河西尉，凄凉为折腰。,折腰,人体部
唐李商隐《效徐陵体赠更衣》,楚腰知便宠，宫眉正斗强。,楚腰,人体部
清黄遵宪《逐客篇》,腰缠得万贯，便骑归去鹤。,腰缠万贯,人体部
清赵翼《题沈既堂前辈（载书移居图）》,只愁撑满便便腹，难作东阳瘦沈腰。,瘦沈腰,人体部
唐元稹《答姨兄胡灵之见寄五十韵》,囊疏萤易透，锥钝股多坑。,股多坑,人体部
唐白居剔题裴晋公女儿山刻石诗后》,战袍破犹在，髀肉生欲圆。,髀肉,人体部
唐韩握《息兵》,暂时胯下何须耻，自有苍苍鉴赤诚。,胯下,人体部
唐李白《自梁园至敬亭山见会公谈陵阳山水兼期同游因有此赠》,何当移白足，早晚凌苍山。,白足,人体部
唐李商隐《齐宫词》,永寿兵来夜不扃，金莲无复印中庭。,金莲,人体部
明瞿式耜《送蒋南陔补任建安》之一,草木也知春有脚，郊原争睹雨随车。,春有脚,人体部
唐李白《襄阳歌》,清风朗月不用一钱买，玉山自倒非人推。,玉山,人体部
唐李适《安乐公主移人新宅》,人疑卫叔美，客似长卿才。,卫叔美,人物部
唐高适《答侯少府》,吾党谢王粲，群贤推部诜。,王粲,人物部
宋苏轼《次韵刘景文西湖席上》,将辞邺下刘公斡，却见云间陆士龙。,云间陆士龙,人物部
宋张耒《仲夏》,云间赵盾益可畏，渊底武侯方熟眠。,云间赵盾,人物部
唐雍陶《和孙明府怀旧山》,五柳先生本在山，偶然为客落人间。,五柳先生,人物部
唐李端《卧病闻吉中孚拜官寄元秘书昆季》,毛遂登门虽异赏，韩非人传滥齐名。,毛遂,人物部
