allu_name,x_data,label
吞鸟梦,《晋书·罗含传》：“（罗含）少有志尚。尝昼卧，梦一鸟文彩异常，飞入口中，因惊起说之。（叔母）朱氏曰：鸟有文彩，汝后必有文章。自此后藻思日新。”,动物部#文明部#人事部
南柯一梦,唐李公佐《南柯太守传》载：淳于棼酒醉而眠，梦中至槐安国，娶公主，封南柯太守，享尽荣华富贵，显赫一时。后因擅萝国进犯，淳于棼率师出征战败，公主亦死，遭国王疑忌，被遣归。醒后，在庭前槐树下掘得蚁穴，即梦中之槐安国。南柯郡为槐树南树下另一蚁穴。,植物部#地理部#人物部#人事部
钧天梦,《史记·赵世家》：“赵简子疾，五日不知人，大夫皆惧。医扁鹊视之，出，董安于（简子家臣）问。扁鹊曰：血脉治也，而何怪！在昔秦缪公尝如此，七日而寤。……今主君之疾与之同。……居二日半，简子寤。语大夫曰：我之帝所甚乐，与百神游于钧天，广乐九奏万舞，不类三代之乐，其声动人心。”,文明部#人事部
黄粱梦,唐沈既济《枕中记》载：卢生在邯郸客店遇道士吕翁，生自叹穷困，翁探囊中枕授之曰：枕此当令子荣适如意。时主人正蒸黄粱，卢生梦入枕中，享尽人间荣华富贵。及醒，黄粱尚未熟，怪曰：“岂其梦寐耶？”翁笑曰：“人世之事亦犹是矣。”,器用部#人事部
梦非罴,《六韬·文韬·文师》：“（周）文王将田（同“畋”），史编布卜曰：田于渭阳，将大得焉。非龙非彨（同“螭”），非虎非罴（熊的一种），兆（占卜）得公侯，天遗汝师，以之佐昌，施及三王。文王曰：兆致是乎？史编曰：编之太祖史畴为禹占得皋陶，兆比于此。文王乃斋三日，乘田车，驾田马，田于渭阳，卒见太公坐茅以渔。”与语大悦，“乃载与俱归，立为师。”,动物部#人物部#九流部#人事部#政事部
梦周,《论语·述而》：“子曰：甚矣，吾衰也！久矣，吾不复梦见周公。”,人事部
梦惠连,《南史·谢方明传》：“（谢方明）子惠连，年十岁能属文，族兄灵运嘉赏之，云：每有篇章，对惠连辄得佳语。尝于永嘉西堂思诗，竟日不就，忽梦见惠连，即得池塘生春草，大以为工。常云：此语有神功，非吾语也。”,植物部#地理部#人事部#文明部#伦类部
得鹿梦,《列子·周穆王》：“郑人有薪于野者，遇骇鹿，御而击之，毙之。恐人见之也，遽而藏诸隍中，覆之以蕉，不胜其喜，俄而遗其所藏之处，遂以为梦焉。顺途而咏其事，傍人有闻者，用其言而取之。既归，告其室人曰：向薪者梦得鹿而不知其处；吾今得之，彼直真梦矣。室人曰：若将是梦见薪者之得鹿邪？讵有薪者邪？今真得鹿，是若之梦真邪？夫曰：吾据得鹿，何用知彼梦我梦邪？薪者之归，不厌失鹿。其夜真梦藏之之处，又梦得之之主。爽旦，案所梦而寻得之。遂讼而争之，归之士师。士师曰：若初真得鹿，妄谓之梦；真梦得鹿，妄谓之实。彼真取若鹿，而与若争鹿，室人又谓梦仞人鹿。无人得鹿。今据有此鹿，请二分之。”,动物部#植物部#人事部
蝶梦,《庄子·齐物论》：“昔者庄周梦为胡蝶，栩栩然胡蝶也。自喻适志与，不知周也。俄然觉，则蘧蓬然周也。不知周之梦为胡蝶与？胡蝶之梦为周与？周与胡蝶，则必有分矣。此之谓物化。”,动物部#人事部
老罴当道,清钱谦益《元日杂题长句八首》之五：“老黑当道踞律门，一旅师如万骑屯。”《北史·王黑传》：“神武遣韩轨，司马子如从河东宵济袭（王）黑，黑不觉。比晓，轨众已乘梯人城。署尚卧未起，闻间外汹汹有声，便袒身露耆徒跳，持一白棒，大呼而出，谓曰：老黑（熊）当道卧，貉（狗猪）子那得过厂敌见，惊退。”,动物部#人事部
余勇,《左传·成公二年》：“齐高固入晋师，桀（举）石以投人，禽之而乘其车，系桑本焉，以徇齐垒，曰：欲勇者贾余徐勇！”,人事部#武备部
周处杀蛟,南朝宋刘义庆《世说新语·自新》：“周处年少时，凶强侠气，为乡里所患。又义兴中水中有蛟，山中有白额虎，并皆暴犯百姓。义兴人谓为三横，而处尤剧。或说处杀虎斩蛟，实冀三横唯馀其一。处即刺杀虎，又入水击蛟，蛟或浮或没，行数十里，处与之俱，经三日三夜，乡里皆谓已死，更相庆，竟杀蛟而出。闻里人相庆，始知为人情所患，有自改意。乃入吴，寻二陆（陆机、陆云），平原不在，正见清河，具以情告，并云：欲自修改而年已蹉跎，终无所成。清河曰：古人贵朝闻夕死，况君前途尚可，且人患志之不立，亦何忧令名不彰邪？处遂改励终为忠臣孝子。”又《初学记》卷七引祖台之《志怪》：“义兴郡溪渚长桥下有苍蛟，吞啖人。周处执剑侧伺，久之遇出，于是悬自桥上投下蛟背，而刺蛟数创。流血满溪，自郡渚至太湖勾浦乃死。”,动物部#人事部
佽飞勇,《吕氏春秋·知分》：“荆有次非者，得宝剑于干遂。还反涉江，至于中流，有两蛟夹绕其船。次非谓舟人曰：子尝见两蛟绕船能两活者乎？船人曰：未之见也。次非攘臂祛衣，拔宝剑曰：此江中之腐肉朽骨也。弃剑以全己，余奚爱焉！于是赴江刺蛟，杀之而复上船，舟中之人皆得活。荆王闻之，仕之执圭。孔子闻之，曰：夫善哉！不以腐肉朽骨而弃剑者，其次非之谓乎！” 次非，又作佽飞或佽非。,动物部#人事部
贯白虹,《战国策·魏策四》：“夫专诸之刺王僚也，彗星袭月；聂政之刺韩傀也，白虹贯日。”,天文部#人事部
聪明管辂,《三国志·魏书·管辂传》裴松之注引《管辂别传》：“辂年八九岁，便喜仰视星辰，得人辄问其名，夜不肯寐。……及成人，果明《周易》，仰观、风角、占、相之道，无不精微。……父为琅邪即丘长，时年十五，来至官舍读书，始读《诗》、《论语》及《易》本，便开渊布笔，辞义斐然。于时黉上有远方及国内诸生四百余人，皆服其才也。……琅邪太守单子春语众人曰：此年少盛有才器，听其言论，正似司马犬子（相如）游猎之赋，何其磊落雄壮，英神以茂，必能明天文地理变化之数，不徒有言也。于是发声徐州，号之神童。”,人物部#人事部
覆局,《三国志·魏书·王粲传》：“观人围棋，局坏，（王）粲为覆之。棋者不信，以帊盖局，使更以他局为之。用相比校（较），不误一道。其强记默识如此。”覆，同“复”。,九流部#人事部
黄金信,《史记·季布栾布列传》：“（曹丘）捐季布曰；楚人谚曰：“得黄金百，不如得季布一诺。”足下何以得此声于梁楚间哉？”,器用部#人事部
豪气元龙,《三国志·魏志·陈登传》：“许汜与刘备并在荆州牧刘表坐，表与备共论天下人，汜曰：陈元龙（登）湖海之士，豪气不除。……备问汜：君言豪，宁有事邪？汜曰；“昔遭乱过下邳，见元龙。元龙无客主之意，久不相与语，自上大床卧，使客卧下床。备曰：君有国士之名，今天下大乱，帝主失所，望君忧国忘家，有救世之意，而君求田间舍，言无可采，是元龙所讳也，何缘当与君语？如小人，欲卧百尺楼上，卧君于地，何但上下床之间邪？表大笑。”,人物部#器用部#人事部#地理部#伦类部
叔度千顷,《后汉书·黄宪传）：“黄宪，字叔度。……林宗曰：奉高之器，譬诸汎滥，虽清而易挹。叔度汪洋若千顷陂，澄之不清，淆之不浊，不可量也。”,人事部
常山骂羯奴,《新唐书·忠义传》载：安史乱起，常山太守颜杲卿起兵讨贼，终因粮尽矢绝，城陷被俘，押送洛阳，“安禄山怒曰：吾擢尔太守，何所负而反？杲卿嗔目怒骂曰：汝营州牧羊羯奴耳，窃荷恩宠。天子负汝何事，而乃反乎？我世唐臣，守忠义。恨不斩汝以谢上，乃从尔反耶？禄山不胜忿，缚之天津桥柱，节解以肉啖之，骂不绝。贼钩断其舌，曰：复能骂否？杲卿含糊而绝。”,人事部#人体部
刺舌,元张雨《书东坡像》：“宁教刺舌奸邪党，可惜低头行从班。”，《隋书·贺若粥传》：“父敦，以武烈知名，仕周为金州总管，宇文护忌而害之。临刑，呼（贺若）弼，谓之曰：吾必欲平江南，然此心不果，汝当成吾志。且吾以吉死，汝不可不思。因引锥刺弼舌出血，诫以慎口。”#元张雨《书东坡像》：“宁教刺舌奸邪党，可惜低头行从班。”《隋书·贺若粥传》：“父敦，以武烈知名，仕周为金州总管，宇文护忌而害之。临刑，呼（贺若）弼，谓之曰：吾必欲平江南，然此心不果，汝当成吾志。且吾以吉死，汝不可不思。因引锥刺弼舌出血，诫以慎口。”,人事部
焚谏草,《晋书·羊祜传》：（羊）祜历职二朝，任典枢要，政事损益，皆咨访焉。势利之求，无所关与。其嘉谋谠议，皆焚其草，故世莫闻。”《宋书·谢弘微传》：“（弘微）每有献替及论时事，必手书焚草，人莫之知。”,文明部#人物部#人事部
桃李自无言,《史记·李将军传赞》：“余睹李将军悛悛如鄙人，口不能道辞。及死之日，天下知与不知，皆为尽哀。彼其忠实心诚信于士大夫也。谚曰：桃李不言，下自成蹊。此言虽小，可以喻大也。”,植物部#人事部
王陵戆,《史记·高祖本纪》：“吕后问：陛下百岁后，萧相国即死，今谁代之？上曰：曹参可。问其次，上曰：王陵可。然陵少戆，陈平可以助之。……”,政事部#人事部
王莽谦恭,《汉书·王莽传上》：“（王）莽群兄弟皆将军五侯子，乘时侈靡，以舆马声色佚游相高，莽独孤贫，因折节为恭俭。……上由是贤莽。永始元年，封莽为新都侯……迁骑都尉光禄大夫侍中，宿卫谨敕，爵位益尊，节操愈谦。”,人事部
石饮羽,《韩诗外传》卷六：“昔者楚熊渠子夜行，见寝石以为伏虎，弯弓而射之，没金饮羽，下视知其石也，因复射之，矢跃无迹。”另参见动物部·走兽“射虎”。,地理部#人物部#人事部
许氏评,《后汉书·许劭传》：“初，（许）邵与靖（许邵之从兄）俱有高名，好共核论乡党人物。每月辄更其品题，故汝南俗有月旦评焉。”,人物部#人事部
察眉,明王世贞《送李员外实夫》：“有疏堪流涕，无人可察眉。”《列子·说符》：“晋国苦盗。有邵雍者，能视盗之貌，察其眉睫之间，而得其情。晋侯使视盗，千百无遗一焉。”#明王世贞《送李员外实夫》：“有疏堪流涕，无人可察眉。”《列于·说符》：“晋国苦盗。有邵雍者，能视盗之貌，察其眉睫之间，而得其情。晋侯使视盗，千百无遗一焉。”,人事部
壁上观,《史记·项羽本纪》：“当是时，楚兵冠诸侯。诸侯军救钜鹿下者十余壁，莫敢纵兵。及楚击秦，诸将皆从壁上观。”,人事部
项庄奋剑,《史记·项羽本纪》：项羽宴刘邦于鸿门。“范增数目项王，举所佩玉玦以示之者三，项王默然不应。范增起，出召项庄，谓曰：君王为人不忍，若入前为寿，寿毕，请以剑舞，因击沛公于坐，杀之。不者，若属皆且为所虏。庄则入为寿。寿毕，曰：君王与沛公饮，军中无以为乐，请以剑舞。项王曰：诺。项庄拔剑起舞，项伯亦拔剑起舞，常以身翼蔽沛公，庄不得击。于是张良至军门，见樊哙。樊哙曰：今日之事何如？”良曰：甚急。今者项庄拔剑舞，其意常在沛公也。”,人事部#武备部
闻鸡起舞,《晋阳秋》：“（祖）逖与司空刘琨俱以雄豪著名，年二十四，与琨同辟司州主簿，情好绸缪，共被而寝，中夜闻鸡鸣俱起，曰：此非恶声也。每语世事，则中宵起坐，相谓曰：若四海鼎沸，豪杰共起，吾与足下相避中原耳。”,动物部#人事部
乞火,唐杜牧《寄崔钧》：“自惭扫门士，谁为乞火人？”《韩诗外传》卷七：“里妇与里母相善。妇见疑盗肉，其站去之，恨而告于里母，里母曰：安（慢慢地）行。今令始呼汝。即束蕴请火去妇之家，曰；吾犬争肉相杀，请火治之。姑乃直使人追去妇还之。”另，《汉书·蒯通传》亦载此事，“蕴”作“组”。,器用部#人事部
子夏索居,《礼记·檀弓上》：“子夏丧其子而丧其明。曾子吊之……子夏投其杖而拜，曰：吾过矣，吾过矣。吾离群而索居，亦已久矣。”,人事部
王粲登楼,《文选·王粲（登楼赋）》唐李善注：“盛弘之《荆州记》：当阳县城楼，王仲宣登之而作赋。”唐刘良注：“仲宣避难荆州，依刘表，遂登江陵城楼，因怀旧而有此作，述其进退危惧之状。”,器用部#人事部
邯郸步,《庄子·秋水》：“子独不闻寿陵余子之学行于邯郸与？未得国能，又失其故行矣，直匍匐而归耳。”,人事部
侧帽,《周书·独孤信传》：“（独孤）信在秦州，尝因猎，日暮，驰马人城，其帽徽侧。洁旦，而吏民有戴帽者，咸慕信而侧帽焉。其为邻境及士庶所重如此。”#《周书·独孤信传》：“（独孤）信在秦州，尝因猎，日暮，驰马入城，其帽徽侧。诘旦，而吏民有戴帽者，咸慕信而侧帽焉。其为邻境及士庶所重如此。”,人事部
染指,《左传·宣公四年》：“楚人献鼋于郑灵公。公子宋与子家将见。子公之食指动，以示子家，曰：他日我如此，必尝异味。及人，宰夫将解鼋，相视而笑。公问之，子家以告。及食大夫鼋，召子公而弗与也。子公怒，染指于鼎，尝之而出。”,动物部#人体部#人事部
舌卷齐城,《汉书·郦食其传》：“（刘邦）使食其说齐王曰：……王疾下汉王，齐国社稷可得而保也；不下汉王，危亡可立而待也。田广以为然，乃听食其，罢历下兵守战备，与食其日纵酒。韩信闻食其冯轼下齐七十余城，乃夜度兵平原袭齐。”颜师古注：“冯读曰凭。凭，据也。轼，车前横板隆起者也。云凭轼者，言但安坐乘车而游说，不用兵众。”,武备部#人事部#器用部#人体部
乞墦,《孟子·离娄下》：“齐人有一妻一妾而处室者，其良人出，则必履肉而后反。其妻伺所与饮食者，则尽富贵也。其妻告其妾曰：良人出，则必履酒肉而后反，问其与饮食者，尽富贵也，而未尝有显者来，吾将阳良人之所之也。蚤起，施从良人之所之，遍国中无与立谈者。卒之东郭潘间，之祭者乞其余，不足，又顾而之他，此其为展足之道也。”,人事部
日饮无何,《史记·袁盎晁错列传》：“（袁盎）为吴相。辞行，种（袁盎侄儿）谓盎曰：吴王骄日久，国多奸。今苟欲劾治，彼不上书告君，即利剑刺君矣。南方卑湿，君能日饮，毋何，时说王毋反而已。如此幸得脱。盎用种之计，吴王厚遇盎。”,器用部#人事部
今是昨非,《庄子·则阳》：“蘧伯玉（瑗）行年六十而六十化，未尝不始于是之，而卒诎之以非也。未知今之所谓是之非五十九年非也。”,人物部#人事部
冯唐已老,《史记·张释之冯唐列传》：“唐以孝著，为中郎署长，事文帝。文帝辇过，问唐曰：父老何自为郎？家安在？唐具以实对。”“七年，景帝立，以唐为楚相，免。武帝立，求贤良，举冯唐。唐时年九十余，不能复为官。”,人事部
矛盾,《韩非子·难一》：“楚人有鬻楯（盾）与矛者，誉之曰：吾楯之坚，物莫能陷也。又誉其矛曰：吾矛之利，于物无不陷也。或曰：以子之矛，陷于之循，何如？其人弗能应也。”,武备部#人事部
辽豕白,汉朱浮《与彭宠书》：“往时，辽东有豕，生子白头，异而献之。行至河东，见群豕皆白，怀惭而还。”,动物部#人事部
负暄献御,《列子·杨朱》：“昔者宋国有田夫，常衣缊黂（乱麻为絮的衣服），仅以过冬。暨春冬作，自曝于日，不知天下之有广厦隩室，绵纩（新丝棉）狐貉。顾谓其妻曰：负日之暄，人莫知者，以献吾君，将有重赏。”,人事部#人体部
污车茵,《汉书·丙吉传》：丙吉为相，“于官属椽史，务掩过扬善。吉驭吏耆（嗜）酒，数逋荡，尝从吉出，醉欧（呕）丞相车卜。西曹主吏白欲斥之，吉曰：以醉饱之失去士，使此人将复何所容？西曹地忍之，此不过污丞相车茵（车卜的垫毯）耳。遂不去也。”,器用部#人事部
守株,《韩非子·五蠹》：“宋人有耕田者，田中有株，兔走，触株折颈而死，因释其耒而守株，冀复得兔，兔不可复得，而身为宋国笑。”,动物部#人事部
豕亥,《吕氏春秋·察传》：“子夏之晋，过卫，有读史记者曰：晋师三豕涉河。子夏曰：非也，是己亥也。夫己与三相近，豕与亥相似。至于晋而问之，则曰，晋师己亥涉河也。”,动物部#人事部
往来屑屑,《后汉书·王良传》：“后以病归，一岁复征，至荥阳，疾笃不任进道，乃过其友人。友人不肯见，曰：不有忠言奇谋而取大位，何其往来屑屑不惮烦也？遂拒之。”,人事部
野人非毛遂,《西京杂记》卷六：“昔鲁有两曾参，赵有两毛遂。……野人毛遂坠井而死，客以告平原君，平原君曰：嗟乎，天丧予矣！既而知野人毛遂，非平原君客也。”,地理部#人事部
堕甑,《后汉书·郭太传》：“（孟敏）客居太原。荷甑（炊具）摄（堕）地，不顾而去。林宗（郭太）见而问其意。对曰：甑以破矣，视之何益？林宗以此异之，因劝令游学。十年知名，三公俱辟，并不屈云。”#《后汉书·郭太传》：“（孟敏）客居太原。荷甑（炊具）墯（堕）地，不顾而去。林宗（郭太）见而问其意。对曰：甑以破矣，视之何益？林宗以此异之，因劝令游学。十年知名，三公俱辟，并不屈云。”,人事部
朝四暮三,《庄子·齐物论》：“狙公赋芧（栗子）曰朝三而暮四，众狙皆怒；曰：然则朝四而暮三，众狙皆悦。名实未亏而喜怒为用，亦因是也。”,动物部#植物部#人事部
铸大错,宋司马光《资治通鉴·唐昭宣帝天祛三年》：“初，田承嗣镇魏博，选募六州骁勇之士五千人为牙军，厚其给赐以自卫，为心腹。自是父子相继，亲党胶固，岁久益骄横，小不如意，辄族旧帅而易之。自史宪诚以来皆立于其手。天雄节度使罗绍威心恶之，力不能制。”遂密请朱全忠军，尽杀牙军及其老小。“全忠留魏半岁，罗绍威供亿，所杀牛羊豕近七十万，资粮称是，所赂遗又近百万。比去，蓄积为之一空。绍威虽去其逼，而魏兵自是衰弱。绍威悔之，谓人曰：合六州四十三县铁，不能为此错也。”胡三省注：“错，鑢也，铸为之。又释错为误。罗以杀牙军之误，取铸错为喻。”鑢，错刀。此为双关语。,器用部#人事部
鲁酒围邯郸,《庄子·胠箧》：“鲁酒薄而邯郸围。”唐陆德明《经典释文》：“楚宣王朝诸侯，鲁恭公后至而酒薄。宣王怒，欲辱之。恭公不受命，乃曰：我，周公之胤，长于诸侯……我送酒已失礼，方责其薄，无乃太甚！遂不辞而还。宣王怒，乃发兵与齐攻鲁。梁惠王常欲击赵而畏楚救。楚以鲁为事，故梁得围邯郸。……许慎注《淮南》云：楚会诸侯。鲁赵俱献酒于楚王。鲁酒薄而赵酒厚。楚之主酒吏求酒于赵，赵不与。吏怒，乃以赵厚酒易鲁薄酒奏之。楚王以赵酒薄故围邯郸也。”,器用部#人事部
渴望梅,南朝宋刘义庆《世说新语·假谲》：“魏武（曹操）行役，失汲道，军皆渴，乃令曰：前有大梅林，饶子，甘酸可以解渴。士卒闻之，口皆出水，乘此得及前源。”,植物部#器用部#人事部
缘木难求,《孟子·梁惠王上》：“缘木求鱼，虽不得鱼，无后灾。”,动物部#人事部
楚人求山鸡,《太平广记》卷四六一引《笑林》：“楚人有担山鸡者，路人问曰：何鸟也？担者欺之曰：凤皇也。路人曰：我闻有凤皇久矣，今真见之。汝卖之乎？曰：然。乃酬千金，弗与；请加倍，乃与之。方将献楚王，经宿而鸟死。路人不遑惜其金，惟恨不得以献耳。国人传之，咸以为真凤而贵，宜欲献之，遂闻于楚王。王感其欲献己也，召而厚赐之，过买凤之值十倍矣。”,动物部#人事部
鼠璞,《尹文子·大道下》：“郑人谓玉未理者为璞，周人谓鼠未腊者为璞。周人怀璞，谓郑贾曰：欲贾璞乎？郑贾曰：欲之。出其璞视之，乃鼠也。因谢不取。”,人事部
疑鵷雏,《庄子·秋水》：“惠子相梁，庄子往见之。或谓惠子曰：庄子来，欲代子相。于是惠子恐，搜于国中，三日三夜。庄子往见之，曰：南方有鸟，其名为鵷雏（凤凰一类的鸟），子知之乎？夫鵷雏发于南海，而飞于北海，非梧桐不止，非练食不食，非醴泉不饮。于是鸱得腐鼠，鵷雏过之，仰而视之曰：吓！今子欲以子之梁国而吓我邪！”,动物部#人事部
噬脐,《左传·庄公六年》：“楚文王伐申，过邓。邓祁侯曰：吾甥也。止而享之。雅甥、耼甥、养甥请杀楚子，邓侯弗许。三甥曰：亡邓国者，必此人也。若不早图，后君噬脐，其及图之乎？图之，此为时矣。”,人事部#人体部
人彘,元马祖常《题囗皓图》：“阿婆人彘祸，吾恨紫芝翁。”《史记·吕太后本纪》：吕后因汉高祖刘邦宠爱戚夫人，非常嫉恨，高祖死后，“太后（吕后）遂断戚夫人手足，去眼，浑（熏）耳，饮暗药，使居厕中，命日人彘。”#《史记·吕太后本纪》：吕后因汉高祖刘邦宠爱戚夫人，非常嫉恨，高祖死后，“太后（吕后）遂断戚夫人手足，去眼，煇（熏）耳，饮喑药，使居厕中，命曰人彘。”,人事部
乞祭余,《孟子·离娄下》：“﹝齐人﹞之东郭墦间，之祭者乞其余。不足，又顾而之他，此其为餍足之道也。”,人事部
邓通饿死,《汉书·邓通传》：“上使善相人者相邓通，曰：当贫饿死。”“及文帝崩，景帝立，邓通免，家居。居无何，人有告通盗出徼外铸钱，下吏验问，颇有，遂竟案，尽没入之，通家尚负责数巨万……竟不得名一钱，寄死人家。”,人事部
东郭履,《史记·滑稽列传》：“东郭先生久待诏公车，贫困饥寒，衣敝，履不完。行雪中，履有上无下，足尽践地。道中人笑之，东郭先生应之曰：谁能履行雪中，令人视之，其上履也，其履下处乃似人足者乎？”,人事部
阮家贫,南朝宋刘义庆《世说新语·任诞》：“阮仲容（咸）步兵（阮籍曾任步兵官职，故名）居道南，诸阮居道北，北阮富，南阮贫。七月七日，北阮盛晒衣，皆纱罗锦绮。仲容以竿挂大布犊鼻裈于中，人或怪之，答曰：未能免俗，聊复尔耳。”,器用部#人事部
买猪肝,《后汉书·周黄徐姜申屠传序》：“太原闵仲叔者，世称节士。……客居安邑，老病家贫，不能得肉，日买猪肝一片，屠者或不肯与，安邑令闻，敕吏常给焉。仲叔怪而问之，知，乃叹曰：闵仲叔岂以口腹累安邑邪？遂去。”,人物部#器用部#人事部
饭后钟,宋陆游《枕上作》：“虽无客共俗中酒，何至僧鸣饭后钟？”五代王定保《唐摭言》：“王播少孤贫，尝客扬州惠昭寺木兰院，随僧斋餐，诸僧厌怠，播至已饭矣。后二纪，播自重位出镇是邦，因访旧游，向之题已皆碧纱多其上。播继以二绝句曰：二十年前此院游，木兰花发院新修。而今再到经行处，树老无花僧白头。上堂已了各西东，惭愧阁黎饭后钟，二十年来尘扑面，如今始得碧纱笼。”#五代王定保《唐摭言》：“王播少孤贫，尝客扬州惠昭寺木兰院，随僧斋餐，诸僧厌怠，播至已饭矣。后二纪，播自重位出镇是邦，因访旧游，向之题已皆碧纱幕其上。播继以二绝句曰：二十年前此院游，木兰花发院新修。而今再到经行处，树老无花僧白头。上堂已了各西东，惭愧阇黎饭后钟，二十年来尘扑面，如今始得碧纱笼。”,文明部#器用部#人事部
苜蓿堆盘,宋计有功《唐诗纪事·薛令之》：“（薛令之）及第，迁右遮子。开元中，东宫官僚清淡，令之题诗自悼曰：朝日上团团，照见先生盘。盘中何所有，苜蓿长阑干。……”,植物部#人事部
卧牛衣,《汉书·王章传》：“（王章）为诸生学长安，独与妻居。章疾病，元被，卧牛衣中，与妻决涕泣。其妻呵怒之曰：仲卿！京师尊贵在朝廷人谁逾仲卿者？今疾病困厄，不自激印（同昂），乃反涕泣，何鄙也！”,人体部#人事部#器用部#伦类部
贳酒成都,晋葛洪《自京杂记》卷：“司马相如初与卓文君还成都，居贫愁懑，以所著鹔鹴裘就市人杨昌贳（赊欠）酒，与文君为欢。”,器用部#人事部
鬼笑穷,《南史·刘粹传》：“（刘）损同郡宗人有刘伯龙者，少而贫薄，及长，历位尚书左丞，少府，武陵太守，贫窭尤甚。常在家慨然，召左右将营十一之方，忽见一鬼在旁抚掌大笑。伯龙叹曰：贫穷固有命，乃复为鬼所笑也。遂止。”,人事部
袁安困雪,《后汉书·袁安传》李贤注引晋周斐《汝南先贤传》：“时大雪积地丈余，洛阳令身出案行，见人家皆除雪出，有乞食者。至袁安门，无有行路。谓安已死，令人除雪入户，见安僵卧。问何以不出。安曰：大雪人皆饿，不宜干人。令以为贤，举为孝廉。”,人物部#器用部#天文部#人事部
原宪贫,《庄子·让王》：“原宪居鲁，环堵之室，茨以生草，蓬户不完，桑以为枢而瓮牖，二室，褐以为塞，上漏下湿，匡坐而弦。子贡乘大马，中绀而表素，轩车不容巷，往见原宪。原宪华冠縰履，杖藜而应门。子贡曰：嘻！先生何病？原宪应之曰：宪闻之：无财谓之贫，学而不能行谓之病。今宪贫也，非病也。子贡逡巡而有愧色，原宪笑曰：夫希世而行，比周而友，学以为人，教以为己，仁义之慝，舆马之饰，宪不忍为也。”,人物部#器用部#人事部
捉衿见肘,《庄子·让王》：“曾子居卫，缊（乱麻）袍无表，颜色肿哙，手足胼胝（老茧）。三日不举火，十年不制衣，正冠而缨绝，捉衿而肘见，纳履而踵决。曳縰而歌《商颂》，声满天地，若出金石。天子不得臣，诸侯不得友。”衿，后又作襟。,人事部
曼倩饥,《汉书·东方朔传》：东方朔字曼情，“绐（欺骗）驺朱儒，曰：上以若曹无益于县官，耕田力作固不及人，临众处官不能治民，从军击虏不任兵事，无益于国用，徒索衣食，今欲尽杀若曹。朱儒大恐，啼泣。朔教曰：上即过，叩头请罪。居有顷，闻上过，朱儒皆号泣顿首。上问：何为？对曰：东方朔言上欲尽诛臣等。上知朔多端，召问朔：何恐朱儒为？对曰：臣朔生亦言，死亦言。朱儒长三尺余，奉一囊粟，钱二百四十。臣朔长九尺余，亦奉一囊粟，钱二百四十。朱儒饱欲死，臣朔饥欲死。臣言可用，幸异其礼；不可用，罢之，无令但索长安米。上大笑，因使待诏金马门，稍得亲近。”,人物部#器用部#人事部
庾郎贫,《南齐书·庾杲之传》：“庾杲之……清贫自业，食唯有韭薤、蒲韭、生韭杂菜，或戏之曰：谁谓庾郎贫，食鲑常有二十七种。言三九也。”,植物部#器用部#人事部
甑生尘,《后汉书·范冉传》：范冉字史云，为莱芜长。“所止单陋，有时粮粒尽，穷居自若，言貌无改，阎里歌之曰：甑中生尘范史云，釜中生鱼（蠹鱼）范莱芜。”,动物部#器用部#人事部
扫门,《史记·齐悼惠王世家》：“及魏勃少时，欲求见齐相曹参，家贫无以自通，乃常独早夜扫齐相舍人门外。相舍人怪之，以为物，而伺之，得勃。勃曰：愿见相君，无因，故为子扫，欲以求见。于是舍人见勃曹参，因以为舍人。”,人物部#器用部#人事部
丧家狗,《史记·孔子世家》：“郑人或谓子贡曰：东门有人，其领似尧，其项类皋陶，其肩类子产，然自要以下不及禹三寸，累累若丧家之狗。子贡以实告孔子。孔子欣然笑曰：形状，末也。而谓似丧家之狗，然哉！然哉！”#《史记·孔子世家》：“郑人或谓子贡曰：东门有人，其颡似尧，其项类皋陶，其肩类子产，然自要以下不及禹三寸，累累若丧家之狗。子贡以实告孔子。孔子欣然笑曰：形状，末也。而谓似丧家之狗，然哉！然哉！”,人事部
贩缯屠狗,《史记·樊郦滕灌列传》：“舞阳侯樊哙者，沛人也。以屠狗为事，与高祖俱隐。……颍阴侯灌婴者，睢阳贩缯者也。……太史公曰：吾适丰沛，问其遗老，观故萧、曹、樊哙、滕公之家，及其素，异哉所闻！方其鼓刀屠狗卖缯之时，岂自知附骥之尾，垂名汉廷，德流子孙哉？”,动物部#人事部
鸿舂,《后汉书·梁鸿传》“（梁鸿）遂至吴，依大家皋伯通，居庑下，为人赁舂。”,器用部#人事部
鹅炙,《太平御览》卷九一九引《晋书》曰：“刘毅家在京口，酷贫，尝与乡曲士大夫往东堂共射。时庾悦为司徒右长史，要府州僚佐出东堂。毅已先至，遣与悦相闻曰：身并贫踬，营一游甚难。君如意人，无处不可为适，岂能以此堂见让？悦素豪，径前不答。时众人并避，唯毅留射如故。悦厨馔甚盛，不以及教。毅既不去，悦甚不欢。毅又相闻曰：身今年未得子鹅，岂能以残炙见惠？悦又不答。及毅贵，奏解悦都督将军官，深相挫辱。悦不得志，疽发背，少日而卒。”今本《晋书·刘毅传》略同。,动物部#器用部#人事部
